Process, Parameter, Value
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-27 05:33:41.129399+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:41.730
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-27 05:33:44.137235+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-27 05:47:09.765271+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:25.628
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-27 05:47:12.773055+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-27 05:49:50.628371+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:37.855
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-27 05:49:53.636642+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-27 05:50:28.981898+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:35.345
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-27 05:50:31.989852+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-27 05:51:52.240983+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:1:20.251
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-27 05:51:55.249902+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-27 06:22:04.245273+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:30:8.995
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-27 06:22:07.253138+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-27 06:22:23.268172+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.15
QUERY-PENALTY | loop-1 | p16-q12b.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | b2-q2.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-2 | a1-q1, START, 2024-01-27 06:22:27.171419+00
QUERY-EXEC | loop-2 | a1-q1, END, 2024-01-27 06:23:42.467391+00
QUERY-EXEC | loop-2 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:15.295
QUERY-EXEC | loop-2 | c3-q3a, START, 2024-01-27 06:23:45.475217+00
QUERY-EXEC | loop-2 | c3-q3a, END, 2024-01-27 06:27:57.816715+00
QUERY-EXEC | loop-2 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.341
QUERY-EXEC | loop-2 | d4-q3b, START, 2024-01-27 06:28:00.824561+00
QUERY-EXEC | loop-2 | d4-q3b, END, 2024-01-27 06:31:49.388789+00
QUERY-EXEC | loop-2 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.564
QUERY-EXEC | loop-2 | e5-q3c, START, 2024-01-27 06:31:52.396691+00
QUERY-EXEC | loop-2 | e5-q3c, END, 2024-01-27 06:35:41.063835+00
QUERY-EXEC | loop-2 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.667
QUERY-EXEC | loop-2 | h8-q5b, START, 2024-01-27 06:35:44.071736+00
QUERY-EXEC | loop-2 | h8-q5b, END, 2024-01-27 06:42:29.750296+00
QUERY-EXEC | loop-2 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:45.678
QUERY-EXEC | loop-2 | k11-q8, START, 2024-01-27 06:42:32.758098+00
QUERY-EXEC | loop-2 | k11-q8, END, 2024-01-27 06:47:18.481908+00
QUERY-EXEC | loop-2 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:45.723
QUERY-EXEC | loop-2 | l12-q9, START, 2024-01-27 06:47:21.489772+00
QUERY-EXEC | loop-2 | l12-q9, END, 2024-01-27 07:01:50.763078+00
QUERY-EXEC | loop-2 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:29.273
QUERY-EXEC | loop-2 | m13-q10, START, 2024-01-27 07:01:53.771136+00
QUERY-EXEC | loop-2 | m13-q10, END, 2024-01-27 07:04:31.692583+00
QUERY-EXEC | loop-2 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:37.921
QUERY-EXEC | loop-2 | n14-q11, START, 2024-01-27 07:04:34.700453+00
QUERY-EXEC | loop-2 | n14-q11, END, 2024-01-27 07:05:11.628845+00
QUERY-EXEC | loop-2 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:36.928
QUERY-EXEC | loop-2 | o15-q12a, START, 2024-01-27 07:05:14.636868+00
QUERY-EXEC | loop-2 | o15-q12a, END, 2024-01-27 07:06:37.985855+00
QUERY-EXEC | loop-2 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:1:23.348
QUERY-EXEC | loop-2 | q17-q12c, START, 2024-01-27 07:06:40.993780+00
QUERY-EXEC | loop-2 | q17-q12c, END, 2024-01-27 07:06:57.025724+00
QUERY-EXEC | loop-2 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.31
QUERY-SKIP | loop-2 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-3 | a1-q1, START, 2024-01-27 07:07:00.360612+00
QUERY-EXEC | loop-3 | a1-q1, END, 2024-01-27 07:08:14.881952+00
QUERY-EXEC | loop-3 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:14.521
QUERY-EXEC | loop-3 | c3-q3a, START, 2024-01-27 07:08:17.889907+00
QUERY-EXEC | loop-3 | c3-q3a, END, 2024-01-27 07:12:30.247342+00
QUERY-EXEC | loop-3 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.357
QUERY-EXEC | loop-3 | d4-q3b, START, 2024-01-27 07:12:33.255389+00
QUERY-EXEC | loop-3 | d4-q3b, END, 2024-01-27 07:16:21.983454+00
QUERY-EXEC | loop-3 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.728
QUERY-EXEC | loop-3 | e5-q3c, START, 2024-01-27 07:16:24.991414+00
QUERY-EXEC | loop-3 | e5-q3c, END, 2024-01-27 07:20:14.654944+00
QUERY-EXEC | loop-3 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.663
QUERY-EXEC | loop-3 | h8-q5b, START, 2024-01-27 07:20:17.662922+00
QUERY-EXEC | loop-3 | h8-q5b, END, 2024-01-27 07:26:58.102021+00
QUERY-EXEC | loop-3 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:40.439
QUERY-EXEC | loop-3 | k11-q8, START, 2024-01-27 07:27:01.109932+00
QUERY-EXEC | loop-3 | k11-q8, END, 2024-01-27 07:32:03.606816+00
QUERY-EXEC | loop-3 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:5:2.496
QUERY-EXEC | loop-3 | l12-q9, START, 2024-01-27 07:32:06.614796+00
QUERY-EXEC | loop-3 | l12-q9, END, 2024-01-27 07:45:34.714279+00
QUERY-EXEC | loop-3 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:28.99
QUERY-EXEC | loop-3 | m13-q10, START, 2024-01-27 07:45:37.722117+00
QUERY-EXEC | loop-3 | m13-q10, END, 2024-01-27 07:48:16.203272+00
QUERY-EXEC | loop-3 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.481
QUERY-EXEC | loop-3 | n14-q11, START, 2024-01-27 07:48:19.211151+00
QUERY-EXEC | loop-3 | n14-q11, END, 2024-01-27 07:48:56.952314+00
QUERY-EXEC | loop-3 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:37.741
QUERY-EXEC | loop-3 | o15-q12a, START, 2024-01-27 07:48:59.960203+00
QUERY-EXEC | loop-3 | o15-q12a, END, 2024-01-27 07:56:10.451604+00
QUERY-EXEC | loop-3 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:7:10.491
QUERY-EXEC | loop-3 | q17-q12c, START, 2024-01-27 07:56:13.459385+00
QUERY-EXEC | loop-3 | q17-q12c, END, 2024-01-27 07:56:29.460046+00
QUERY-EXEC | loop-3 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.0
QUERY-SKIP | loop-3 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-4 | a1-q1, START, 2024-01-27 07:56:32.794950+00
QUERY-EXEC | loop-4 | a1-q1, END, 2024-01-27 07:57:50.096138+00
QUERY-EXEC | loop-4 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:17.301
QUERY-EXEC | loop-4 | c3-q3a, START, 2024-01-27 07:57:53.104053+00
QUERY-EXEC | loop-4 | c3-q3a, END, 2024-01-27 08:02:05.222466+00
QUERY-EXEC | loop-4 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.118
QUERY-EXEC | loop-4 | d4-q3b, START, 2024-01-27 08:02:08.230602+00
QUERY-EXEC | loop-4 | d4-q3b, END, 2024-01-27 08:05:56.577219+00
QUERY-EXEC | loop-4 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.346
QUERY-EXEC | loop-4 | e5-q3c, START, 2024-01-27 08:05:59.585183+00
QUERY-EXEC | loop-4 | e5-q3c, END, 2024-01-27 08:09:48.076540+00
QUERY-EXEC | loop-4 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.491
QUERY-EXEC | loop-4 | h8-q5b, START, 2024-01-27 08:09:51.084453+00
QUERY-EXEC | loop-4 | h8-q5b, END, 2024-01-27 08:16:33.292704+00
QUERY-EXEC | loop-4 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:42.208
QUERY-EXEC | loop-4 | k11-q8, START, 2024-01-27 08:16:36.300497+00
QUERY-EXEC | loop-4 | k11-q8, END, 2024-01-27 08:21:16.561751+00
QUERY-EXEC | loop-4 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:40.261
QUERY-EXEC | loop-4 | l12-q9, START, 2024-01-27 08:21:19.569879+00
QUERY-EXEC | loop-4 | l12-q9, END, 2024-01-27 08:34:49.553148+00
QUERY-EXEC | loop-4 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:29.983
QUERY-EXEC | loop-4 | m13-q10, START, 2024-01-27 08:34:52.561041+00
QUERY-EXEC | loop-4 | m13-q10, END, 2024-01-27 08:37:30.816608+00
QUERY-EXEC | loop-4 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.255
QUERY-EXEC | loop-4 | n14-q11, START, 2024-01-27 08:37:33.824437+00
QUERY-EXEC | loop-4 | n14-q11, END, 2024-01-27 08:38:08.829273+00
QUERY-EXEC | loop-4 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:35.4
QUERY-EXEC | loop-4 | o15-q12a, START, 2024-01-27 08:38:11.837075+00
QUERY-EXEC | loop-4 | o15-q12a, END, 2024-01-27 08:41:02.036161+00
QUERY-EXEC | loop-4 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:2:50.199
QUERY-EXEC | loop-4 | q17-q12c, START, 2024-01-27 08:41:05.044046+00
QUERY-EXEC | loop-4 | q17-q12c, END, 2024-01-27 08:41:21.042184+00
QUERY-EXEC | loop-4 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:15.998
QUERY-SKIP | loop-4 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-5 | a1-q1, START, 2024-01-27 08:41:24.377771+00
QUERY-EXEC | loop-5 | a1-q1, END, 2024-01-27 08:42:41.272777+00
QUERY-EXEC | loop-5 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:16.895
QUERY-EXEC | loop-5 | c3-q3a, START, 2024-01-27 08:42:44.280623+00
QUERY-EXEC | loop-5 | c3-q3a, END, 2024-01-27 08:46:56.150389+00
QUERY-EXEC | loop-5 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:11.869
QUERY-EXEC | loop-5 | d4-q3b, START, 2024-01-27 08:46:59.158355+00
QUERY-EXEC | loop-5 | d4-q3b, END, 2024-01-27 08:50:47.994970+00
QUERY-EXEC | loop-5 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.836
QUERY-EXEC | loop-5 | e5-q3c, START, 2024-01-27 08:50:51.002832+00
QUERY-EXEC | loop-5 | e5-q3c, END, 2024-01-27 08:54:39.969478+00
QUERY-EXEC | loop-5 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.966
QUERY-EXEC | loop-5 | h8-q5b, START, 2024-01-27 08:54:42.977260+00
QUERY-EXEC | loop-5 | h8-q5b, END, 2024-01-27 09:01:26.831565+00
QUERY-EXEC | loop-5 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:43.854
QUERY-EXEC | loop-5 | k11-q8, START, 2024-01-27 09:01:29.839452+00
QUERY-EXEC | loop-5 | k11-q8, END, 2024-01-27 09:06:14.032964+00
QUERY-EXEC | loop-5 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:44.193
QUERY-EXEC | loop-5 | l12-q9, START, 2024-01-27 09:06:17.040762+00
QUERY-EXEC | loop-5 | l12-q9, END, 2024-01-27 09:19:54.257399+00
QUERY-EXEC | loop-5 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:37.216
QUERY-EXEC | loop-5 | m13-q10, START, 2024-01-27 09:19:57.265239+00
QUERY-EXEC | loop-5 | m13-q10, END, 2024-01-27 09:22:38.749114+00
QUERY-EXEC | loop-5 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:41.483
QUERY-EXEC | loop-5 | n14-q11, START, 2024-01-27 09:22:41.757100+00
QUERY-EXEC | loop-5 | n14-q11, END, 2024-01-27 09:23:18.979085+00
QUERY-EXEC | loop-5 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:37.221
QUERY-EXEC | loop-5 | o15-q12a, START, 2024-01-27 09:23:21.987020+00
QUERY-EXEC | loop-5 | o15-q12a, END, 2024-01-27 09:53:25.394248+00
QUERY-EXEC | loop-5 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:30:3.407
QUERY-EXEC | loop-5 | q17-q12c, START, 2024-01-27 09:53:28.402147+00
QUERY-EXEC | loop-5 | q17-q12c, END, 2024-01-27 09:53:44.439359+00
QUERY-EXEC | loop-5 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.37
QUERY-SKIP | loop-5 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | j10-q7, PENALTY, 3600000.000 ms
QUERY-PENALTY | loop-5 | o15-q12a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-6 | a1-q1, START, 2024-01-27 09:53:47.777218+00
QUERY-EXEC | loop-6 | a1-q1, END, 2024-01-27 09:55:05.173771+00
QUERY-EXEC | loop-6 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:17.396
QUERY-EXEC | loop-6 | c3-q3a, START, 2024-01-27 09:55:08.181787+00
QUERY-EXEC | loop-6 | c3-q3a, END, 2024-01-27 09:59:20.550275+00
QUERY-EXEC | loop-6 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.368
QUERY-EXEC | loop-6 | d4-q3b, START, 2024-01-27 09:59:23.558195+00
QUERY-EXEC | loop-6 | d4-q3b, END, 2024-01-27 10:03:12.323205+00
QUERY-EXEC | loop-6 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.765
QUERY-EXEC | loop-6 | e5-q3c, START, 2024-01-27 10:03:15.331233+00
QUERY-EXEC | loop-6 | e5-q3c, END, 2024-01-27 10:07:04.098267+00
QUERY-EXEC | loop-6 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.767
QUERY-EXEC | loop-6 | h8-q5b, START, 2024-01-27 10:07:07.106199+00
QUERY-EXEC | loop-6 | h8-q5b, END, 2024-01-27 10:13:59.871867+00
QUERY-EXEC | loop-6 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:52.765
QUERY-EXEC | loop-6 | k11-q8, START, 2024-01-27 10:14:02.879910+00
QUERY-EXEC | loop-6 | k11-q8, END, 2024-01-27 10:18:44.169885+00
QUERY-EXEC | loop-6 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:41.289
QUERY-EXEC | loop-6 | l12-q9, START, 2024-01-27 10:18:47.177804+00
QUERY-EXEC | loop-6 | l12-q9, END, 2024-01-27 10:32:16.914163+00
QUERY-EXEC | loop-6 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:29.736
QUERY-EXEC | loop-6 | m13-q10, START, 2024-01-27 10:32:19.922007+00
QUERY-EXEC | loop-6 | m13-q10, END, 2024-01-27 10:34:58.092966+00
QUERY-EXEC | loop-6 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.170
QUERY-EXEC | loop-6 | n14-q11, START, 2024-01-27 10:35:01.100956+00
QUERY-EXEC | loop-6 | n14-q11, END, 2024-01-27 10:35:38.902335+00
QUERY-EXEC | loop-6 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:37.801
QUERY-EXEC | loop-6 | q17-q12c, START, 2024-01-27 10:35:41.910342+00
QUERY-EXEC | loop-6 | q17-q12c, END, 2024-01-27 10:35:57.914956+00
QUERY-EXEC | loop-6 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.4
QUERY-SKIP | loop-6 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-7 | a1-q1, START, 2024-01-27 10:36:01.250948+00
QUERY-EXEC | loop-7 | a1-q1, END, 2024-01-27 10:37:17.702631+00
QUERY-EXEC | loop-7 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:16.451
QUERY-EXEC | loop-7 | c3-q3a, START, 2024-01-27 10:37:20.710576+00
QUERY-EXEC | loop-7 | c3-q3a, END, 2024-01-27 10:41:33.731994+00
QUERY-EXEC | loop-7 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:13.21
QUERY-EXEC | loop-7 | d4-q3b, START, 2024-01-27 10:41:36.739932+00
QUERY-EXEC | loop-7 | d4-q3b, END, 2024-01-27 10:45:25.139526+00
QUERY-EXEC | loop-7 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.399
QUERY-EXEC | loop-7 | e5-q3c, START, 2024-01-27 10:45:28.147321+00
QUERY-EXEC | loop-7 | e5-q3c, END, 2024-01-27 10:49:16.229210+00
QUERY-EXEC | loop-7 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.81
QUERY-EXEC | loop-7 | h8-q5b, START, 2024-01-27 10:49:19.237122+00
QUERY-EXEC | loop-7 | h8-q5b, END, 2024-01-27 10:56:13.179886+00
QUERY-EXEC | loop-7 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:53.942
QUERY-EXEC | loop-7 | k11-q8, START, 2024-01-27 10:56:16.188251+00
QUERY-EXEC | loop-7 | k11-q8, END, 2024-01-27 11:00:46.172537+00
QUERY-EXEC | loop-7 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:29.984
QUERY-EXEC | loop-7 | l12-q9, START, 2024-01-27 11:00:49.180362+00
QUERY-EXEC | loop-7 | l12-q9, END, 2024-01-27 11:14:17.763807+00
QUERY-EXEC | loop-7 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:28.583
QUERY-EXEC | loop-7 | m13-q10, START, 2024-01-27 11:14:20.771853+00
QUERY-EXEC | loop-7 | m13-q10, END, 2024-01-27 11:16:58.665386+00
QUERY-EXEC | loop-7 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:37.893
QUERY-EXEC | loop-7 | n14-q11, START, 2024-01-27 11:17:01.673293+00
QUERY-EXEC | loop-7 | n14-q11, END, 2024-01-27 11:17:36.837957+00
QUERY-EXEC | loop-7 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:35.164
QUERY-EXEC | loop-7 | q17-q12c, START, 2024-01-27 11:17:39.845895+00
QUERY-EXEC | loop-7 | q17-q12c, END, 2024-01-27 11:17:55.900622+00
QUERY-EXEC | loop-7 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.54
QUERY-SKIP | loop-7 | p16-q12b, PENALTY, 3600000.000 ms
