Process, Parameter, Value
QUERY-EXEC | loop-4 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.979
QUERY-EXEC | loop-4 | d4-q3b, START, 2024-01-27 05:13:40.973612+00
QUERY-EXEC | loop-4 | d4-q3b, END, 2024-01-27 05:17:30.826442+00
QUERY-EXEC | loop-4 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.852
QUERY-EXEC | loop-4 | e5-q3c, START, 2024-01-27 05:17:33.834018+00
QUERY-EXEC | loop-4 | e5-q3c, END, 2024-01-27 05:21:23.769942+00
QUERY-EXEC | loop-4 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.935
QUERY-EXEC | loop-4 | h8-q5b, START, 2024-01-27 05:21:26.777536+00
QUERY-EXEC | loop-4 | h8-q5b, END, 2024-01-27 05:28:04.273444+00
QUERY-EXEC | loop-4 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:37.495
QUERY-EXEC | loop-4 | k11-q8, START, 2024-01-27 05:28:07.281206+00
QUERY-EXEC | loop-4 | k11-q8, END, 2024-01-27 05:32:59.410896+00
QUERY-EXEC | loop-4 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:52.129
QUERY-EXEC | loop-4 | l12-q9, START, 2024-01-27 05:33:02.418573+00
QUERY-EXEC | loop-4 | l12-q9, END, 2024-01-27 05:47:36.141161+00
QUERY-EXEC | loop-4 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:33.722
QUERY-EXEC | loop-4 | m13-q10, START, 2024-01-27 05:47:39.148909+00
QUERY-EXEC | loop-4 | m13-q10, END, 2024-01-27 05:50:19.312445+00
QUERY-EXEC | loop-4 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.163
QUERY-EXEC | loop-4 | n14-q11, START, 2024-01-27 05:50:22.320156+00
QUERY-EXEC | loop-4 | n14-q11, END, 2024-01-27 05:50:54.396441+00
QUERY-EXEC | loop-4 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:32.76
QUERY-EXEC | loop-4 | q17-q12c, START, 2024-01-27 05:50:57.404048+00
QUERY-EXEC | loop-4 | q17-q12c, END, 2024-01-27 05:51:14.683058+00
QUERY-EXEC | loop-4 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.279
QUERY-SKIP | loop-4 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-5 | a1-q1, START, 2024-01-27 05:51:18.018745+00
QUERY-EXEC | loop-5 | a1-q1, END, 2024-01-27 05:52:35.641307+00
QUERY-EXEC | loop-5 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:17.622
QUERY-EXEC | loop-5 | c3-q3a, START, 2024-01-27 05:52:38.648813+00
QUERY-EXEC | loop-5 | c3-q3a, END, 2024-01-27 05:56:51.952292+00
QUERY-EXEC | loop-5 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:13.303
QUERY-EXEC | loop-5 | d4-q3b, START, 2024-01-27 05:56:54.959926+00
QUERY-EXEC | loop-5 | d4-q3b, END, 2024-01-27 06:00:45.033777+00
QUERY-EXEC | loop-5 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.73
QUERY-EXEC | loop-5 | e5-q3c, START, 2024-01-27 06:00:48.041460+00
QUERY-EXEC | loop-5 | e5-q3c, END, 2024-01-27 06:04:38.272545+00
QUERY-EXEC | loop-5 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.231
QUERY-EXEC | loop-5 | h8-q5b, START, 2024-01-27 06:04:41.280273+00
QUERY-EXEC | loop-5 | h8-q5b, END, 2024-01-27 06:11:28.765416+00
QUERY-EXEC | loop-5 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:47.485
QUERY-EXEC | loop-5 | k11-q8, START, 2024-01-27 06:11:31.773158+00
QUERY-EXEC | loop-5 | k11-q8, END, 2024-01-27 06:16:20.273781+00
QUERY-EXEC | loop-5 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:48.500
QUERY-EXEC | loop-5 | l12-q9, START, 2024-01-27 06:16:23.281639+00
QUERY-EXEC | loop-5 | l12-q9, END, 2024-01-27 06:33:37.366370+00
QUERY-EXEC | loop-5 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:17:14.84
QUERY-EXEC | loop-5 | m13-q10, START, 2024-01-27 06:33:40.374124+00
QUERY-EXEC | loop-5 | m13-q10, END, 2024-01-27 06:36:26.220698+00
QUERY-EXEC | loop-5 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:45.846
QUERY-EXEC | loop-5 | n14-q11, START, 2024-01-27 06:36:29.228334+00
QUERY-EXEC | loop-5 | n14-q11, END, 2024-01-27 06:37:01.948352+00
QUERY-EXEC | loop-5 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:32.720
QUERY-EXEC | loop-5 | q17-q12c, START, 2024-01-27 06:37:04.955988+00
QUERY-EXEC | loop-5 | q17-q12c, END, 2024-01-27 06:37:22.326463+00
QUERY-EXEC | loop-5 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.370
QUERY-SKIP | loop-5 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-6 | a1-q1, START, 2024-01-27 06:37:25.663464+00
QUERY-EXEC | loop-6 | a1-q1, END, 2024-01-27 06:38:53.633908+00
QUERY-EXEC | loop-6 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:27.970
QUERY-EXEC | loop-6 | c3-q3a, START, 2024-01-27 06:38:56.641490+00
QUERY-EXEC | loop-6 | c3-q3a, END, 2024-01-27 06:43:10.948565+00
QUERY-EXEC | loop-6 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.307
QUERY-EXEC | loop-6 | d4-q3b, START, 2024-01-27 06:43:13.956164+00
QUERY-EXEC | loop-6 | d4-q3b, END, 2024-01-27 06:47:18.885639+00
QUERY-EXEC | loop-6 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:4:4.929
QUERY-EXEC | loop-6 | e5-q3c, START, 2024-01-27 06:47:21.893386+00
QUERY-EXEC | loop-6 | e5-q3c, END, 2024-01-27 06:51:12.062178+00
QUERY-EXEC | loop-6 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.168
QUERY-EXEC | loop-6 | h8-q5b, START, 2024-01-27 06:51:15.069915+00
QUERY-EXEC | loop-6 | h8-q5b, END, 2024-01-27 06:58:09.063646+00
QUERY-EXEC | loop-6 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:53.993
QUERY-EXEC | loop-6 | k11-q8, START, 2024-01-27 06:58:12.071601+00
QUERY-EXEC | loop-6 | k11-q8, END, 2024-01-27 07:02:58.944788+00
QUERY-EXEC | loop-6 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:46.873
QUERY-EXEC | loop-6 | l12-q9, START, 2024-01-27 07:03:01.952597+00
QUERY-EXEC | loop-6 | l12-q9, END, 2024-01-27 07:20:12.482130+00
QUERY-EXEC | loop-6 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:17:10.529
QUERY-EXEC | loop-6 | m13-q10, START, 2024-01-27 07:20:15.489904+00
QUERY-EXEC | loop-6 | m13-q10, END, 2024-01-27 07:22:57.213169+00
QUERY-EXEC | loop-6 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:41.723
QUERY-EXEC | loop-6 | n14-q11, START, 2024-01-27 07:23:00.220740+00
QUERY-EXEC | loop-6 | n14-q11, END, 2024-01-27 07:23:30.002605+00
QUERY-EXEC | loop-6 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.781
QUERY-EXEC | loop-6 | q17-q12c, START, 2024-01-27 07:23:33.010360+00
QUERY-EXEC | loop-6 | q17-q12c, END, 2024-01-27 07:23:50.322850+00
QUERY-EXEC | loop-6 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.312
QUERY-SKIP | loop-6 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-7 | a1-q1, START, 2024-01-27 07:23:53.659308+00
QUERY-EXEC | loop-7 | a1-q1, END, 2024-01-27 07:25:11.950156+00
QUERY-EXEC | loop-7 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.290
QUERY-EXEC | loop-7 | c3-q3a, START, 2024-01-27 07:25:14.957986+00
QUERY-EXEC | loop-7 | c3-q3a, END, 2024-01-27 07:29:28.274899+00
QUERY-EXEC | loop-7 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:13.316
QUERY-EXEC | loop-7 | d4-q3b, START, 2024-01-27 07:29:31.282721+00
QUERY-EXEC | loop-7 | d4-q3b, END, 2024-01-27 07:33:21.254822+00
QUERY-EXEC | loop-7 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.972
QUERY-EXEC | loop-7 | e5-q3c, START, 2024-01-27 07:33:24.262572+00
QUERY-EXEC | loop-7 | e5-q3c, END, 2024-01-27 07:37:14.286691+00
QUERY-EXEC | loop-7 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.24
QUERY-EXEC | loop-7 | h8-q5b, START, 2024-01-27 07:37:17.294331+00
QUERY-EXEC | loop-7 | h8-q5b, END, 2024-01-27 07:44:07.708937+00
QUERY-EXEC | loop-7 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:50.414
QUERY-EXEC | loop-7 | k11-q8, START, 2024-01-27 07:44:10.717188+00
QUERY-EXEC | loop-7 | k11-q8, END, 2024-01-27 07:48:53.426236+00
QUERY-EXEC | loop-7 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:42.709
QUERY-EXEC | loop-7 | l12-q9, START, 2024-01-27 07:48:56.434030+00
QUERY-EXEC | loop-7 | l12-q9, END, 2024-01-27 08:05:35.235826+00
QUERY-EXEC | loop-7 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:16:38.801
QUERY-EXEC | loop-7 | m13-q10, START, 2024-01-27 08:05:38.243826+00
QUERY-EXEC | loop-7 | m13-q10, END, 2024-01-27 08:08:18.347430+00
QUERY-EXEC | loop-7 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.103
QUERY-EXEC | loop-7 | n14-q11, START, 2024-01-27 08:08:21.355214+00
QUERY-EXEC | loop-7 | n14-q11, END, 2024-01-27 08:08:51.454853+00
QUERY-EXEC | loop-7 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:30.99
QUERY-EXEC | loop-7 | q17-q12c, START, 2024-01-27 08:08:54.462476+00
QUERY-EXEC | loop-7 | q17-q12c, END, 2024-01-27 08:09:11.765105+00
QUERY-EXEC | loop-7 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.302
QUERY-SKIP | loop-7 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-8 | a1-q1, START, 2024-01-27 08:09:15.100933+00
QUERY-EXEC | loop-8 | a1-q1, END, 2024-01-27 08:10:31.618873+00
QUERY-EXEC | loop-8 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:16.517
QUERY-EXEC | loop-8 | c3-q3a, START, 2024-01-27 08:10:34.626695+00
