Process, Parameter, Value
QUERY-EXEC | loop-1 | c3-q3a, START, 2024-01-24 20:55:59.073329+00
QUERY-EXEC | loop-1 | c3-q3a, END, 2024-01-24 20:56:01.961969+00
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:2.888
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-24 20:56:04.969582+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-24 20:56:07.758797+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:2.789
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-24 20:56:10.766422+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-24 20:56:13.550975+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:2.784
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-24 20:56:16.558661+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-24 21:26:16.616614+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:30:0.57
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-24 21:26:19.624408+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-24 21:56:19.691348+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:30:0.66
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-24 21:56:22.698995+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-24 22:00:44.679141+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:4:21.980
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-24 22:00:47.686796+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-24 22:31:03.853178+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:30:16.166
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-24 22:31:06.860747+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-24 23:01:07.073474+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:30:0.212
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-24 23:01:10.081239+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-24 23:01:10.537567+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.456
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-24 23:01:13.545205+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-24 23:01:14.742564+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.197
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-24 23:01:17.750255+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-24 23:01:18.306742+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.556
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-24 23:01:21.314312+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-24 23:01:21.450994+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.136
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-24 23:01:24.458419+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-24 23:01:24.931134+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:0.472
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-24 23:01:27.938669+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-24 23:01:28.472842+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.534
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-24 23:01:31.480390+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-24 23:01:31.554486+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.74
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-24 23:01:31.609383+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:2:10:57.66
CALCPERFORMANCE, START, 2024-01-24 23:01:31.616977+00
CALCPERFORMANCE, END, 2024-01-24 23:01:31.632481+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.15
MEASUREMENT, END, 2024-01-24 23:01:31.639985+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:2:11:13.655
