Process, Parameter, Value
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:2.571
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-26 15:17:12.348623+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-26 15:17:14.801843+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:2.453
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-26 15:17:17.809292+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-26 15:17:20.261381+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:2.452
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-26 15:17:23.268980+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-26 15:47:23.322130+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:30:0.53
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-26 15:47:26.329783+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-26 15:56:56.319869+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:9:29.990
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-26 15:56:59.327580+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-26 15:57:00.118031+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:0:0.790
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-26 15:57:03.125631+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-26 16:03:17.185788+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:6:14.60
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-26 16:03:20.193495+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-26 16:04:20.655762+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:1:0.462
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-26 16:04:23.663390+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-26 16:04:24.118427+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.455
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-26 16:04:27.125876+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-26 16:04:28.280315+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.154
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-26 16:04:31.287800+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-26 16:04:31.824505+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.536
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-26 16:04:34.832047+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-26 16:04:34.945254+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.113
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-26 16:04:37.952687+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-26 16:05:04.903286+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:26.950
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-26 16:05:07.910898+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-26 16:05:08.456776+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.545
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-26 16:05:11.464645+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-26 16:05:11.536609+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.71
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-26 16:05:11.587378+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:0:53:3.362
CALCPERFORMANCE, START, 2024-01-26 16:05:11.595107+00
CALCPERFORMANCE, END, 2024-01-26 16:05:11.609138+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-26 16:05:11.616497+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:0:53:20.647
