Process, Parameter, Value
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:30:0.58
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-24 21:25:14.244369+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-24 21:48:56.697905+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:23:42.453
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-24 21:48:59.705586+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-24 21:49:00.612312+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:0:0.906
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-24 21:49:03.619903+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-24 22:19:20.159170+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:30:16.539
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-24 22:19:23.166903+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-24 22:49:23.507994+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:30:0.341
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-24 22:49:26.515718+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-24 22:49:26.975611+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.459
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-24 22:49:29.983450+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-24 22:49:31.179792+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.196
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-24 22:49:34.187370+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-24 22:49:34.745570+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.558
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-24 22:49:37.753205+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-24 22:49:37.891648+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.138
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-24 22:49:40.899283+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-24 22:50:08.403851+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:27.504
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-24 22:50:11.411597+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-24 22:50:11.947923+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.536
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-24 22:50:14.955482+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-24 22:50:15.030077+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.74
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-24 22:50:15.083706+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:2:0:54.253
CALCPERFORMANCE, START, 2024-01-24 22:50:15.091455+00
CALCPERFORMANCE, END, 2024-01-24 22:50:15.105892+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-24 22:50:15.113375+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:2:1:11.595
