Process, Parameter, Value
QUERY-EXEC | loop-1 | b2-q2, START, 2024-01-26 15:15:53.871180+00
QUERY-EXEC | loop-1 | b2-q2, END, 2024-01-26 15:21:21.471214+00
QUERY-EXEC | loop-1 | b2-q2, EXECTIME, d:h:m:s.ms | 0:0:5:27.600
QUERY-EXEC | loop-1 | c3-q3a, START, 2024-01-26 15:21:24.478741+00
QUERY-EXEC | loop-1 | c3-q3a, END, 2024-01-26 15:21:27.383624+00
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:2.904
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-26 15:21:30.391180+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-26 15:21:33.234430+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:2.843
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-26 15:21:36.241992+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-26 15:21:39.085915+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:2.843
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-26 15:21:42.093446+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-26 15:51:42.147541+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:30:0.54
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-26 15:51:45.155112+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-26 16:15:30.654787+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:23:45.499
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-26 16:15:33.662545+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-26 16:15:34.587569+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:0:0.925
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-26 16:15:37.595071+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-26 16:15:53.639818+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:0:16.44
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-26 16:15:56.647434+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-26 16:16:57.769234+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:1:1.121
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-26 16:17:00.776741+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-26 16:17:01.235596+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.458
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-26 16:17:04.243128+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-26 16:17:05.440484+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.197
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-26 16:17:08.448311+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-26 16:17:08.977834+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.529
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-26 16:17:11.985305+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-26 16:17:12.115371+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.130
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-26 16:17:15.122815+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-26 16:17:41.847374+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:26.724
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-26 16:17:44.854919+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-26 16:17:45.215781+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.360
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-26 16:17:48.223351+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-26 16:17:48.292664+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.69
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-26 16:17:48.343599+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:1:2:1.505
CALCPERFORMANCE, START, 2024-01-26 16:17:48.351398+00
CALCPERFORMANCE, END, 2024-01-26 16:17:48.366362+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-26 16:17:48.373891+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:1:2:19.719
