Process, Parameter, Value
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:1.174
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-24 13:08:07.862211+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-24 13:09:28.515791+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:1:20.653
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-24 13:09:31.523485+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-24 13:10:36.567466+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:1:5.43
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-24 13:10:39.575057+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-24 13:10:50.390232+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:0:10.815
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-24 13:10:53.397749+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-24 13:11:14.772783+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:0:21.375
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-24 13:11:17.780311+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-24 13:11:26.146344+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:0:8.366
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-24 13:11:29.153816+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-24 13:11:29.321966+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.168
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-24 13:11:32.329448+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-24 13:11:32.458220+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:0.128
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-24 13:11:35.465652+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-24 13:11:35.587450+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.121
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-24 13:11:38.594972+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-24 13:11:38.663355+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.68
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-24 13:11:41.670803+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-24 13:12:47.563100+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:1:5.892
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-24 13:12:50.570538+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-24 13:12:50.806345+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.235
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-24 13:12:53.813795+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-24 13:12:53.873063+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.59
RUNQUERIES, END, 2024-01-24 13:12:53.921237+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:0:5:9.29
CALCPERFORMANCE, START, 2024-01-24 13:12:53.928955+00
CALCPERFORMANCE, END, 2024-01-24 13:12:53.943465+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-24 13:12:53.951031+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:0:5:22.808
