Process, Parameter, Value
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-26 02:10:23.503025+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-26 02:40:39.642033+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:30:16.139
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-26 02:40:42.649723+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-26 03:10:42.941663+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:30:0.291
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-26 03:10:45.949093+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-26 03:10:46.393797+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.444
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-26 03:10:49.401442+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-26 03:10:50.583417+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.181
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-26 03:10:53.591185+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-26 03:10:54.144617+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.553
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-26 03:10:57.152242+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-26 03:10:57.282136+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.129
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-26 03:11:00.289664+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-26 03:11:26.586900+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:26.297
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-26 03:11:29.594143+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-26 03:11:30.115268+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.521
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-26 03:11:33.122587+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-26 03:11:33.192360+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.69
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-26 03:11:33.246147+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:2:0:28.652
CALCPERFORMANCE, START, 2024-01-26 03:11:33.253693+00
CALCPERFORMANCE, END, 2024-01-26 03:11:33.267538+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.13
MEASUREMENT, END, 2024-01-26 03:11:33.275163+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:2:0:45.857
