Process, Parameter, Value
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | o15-q12a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-2 | a1-q1, START, 2024-01-26 23:02:30.957272+00
QUERY-EXEC | loop-2 | a1-q1, END, 2024-01-26 23:03:46.127836+00
QUERY-EXEC | loop-2 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:15.170
QUERY-EXEC | loop-2 | c3-q3a, START, 2024-01-26 23:03:49.135707+00
QUERY-EXEC | loop-2 | c3-q3a, END, 2024-01-26 23:08:04.225334+00
QUERY-EXEC | loop-2 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:15.89
QUERY-EXEC | loop-2 | d4-q3b, START, 2024-01-26 23:08:07.233083+00
QUERY-EXEC | loop-2 | d4-q3b, END, 2024-01-26 23:11:57.475527+00
QUERY-EXEC | loop-2 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.242
QUERY-EXEC | loop-2 | e5-q3c, START, 2024-01-26 23:12:00.483232+00
QUERY-EXEC | loop-2 | e5-q3c, END, 2024-01-26 23:15:50.773422+00
QUERY-EXEC | loop-2 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.290
QUERY-EXEC | loop-2 | h8-q5b, START, 2024-01-26 23:15:53.781498+00
QUERY-EXEC | loop-2 | h8-q5b, END, 2024-01-26 23:22:44.164058+00
QUERY-EXEC | loop-2 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:50.382
QUERY-EXEC | loop-2 | k11-q8, START, 2024-01-26 23:22:47.172104+00
QUERY-EXEC | loop-2 | k11-q8, END, 2024-01-26 23:35:33.988081+00
QUERY-EXEC | loop-2 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:46.815
QUERY-EXEC | loop-2 | l12-q9, START, 2024-01-26 23:35:36.996286+00
QUERY-EXEC | loop-2 | l12-q9, END, 2024-01-26 23:50:42.729408+00
QUERY-EXEC | loop-2 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:15:5.733
QUERY-EXEC | loop-2 | m13-q10, START, 2024-01-26 23:50:45.737221+00
QUERY-EXEC | loop-2 | m13-q10, END, 2024-01-26 23:53:24.202877+00
QUERY-EXEC | loop-2 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.465
QUERY-EXEC | loop-2 | n14-q11, START, 2024-01-26 23:53:27.210703+00
QUERY-EXEC | loop-2 | n14-q11, END, 2024-01-26 23:53:57.319451+00
QUERY-EXEC | loop-2 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:30.108
QUERY-EXEC | loop-2 | q17-q12c, START, 2024-01-26 23:54:00.327284+00
QUERY-EXEC | loop-2 | q17-q12c, END, 2024-01-26 23:54:17.809248+00
QUERY-EXEC | loop-2 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.481
QUERY-SKIP | loop-2 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-3 | a1-q1, START, 2024-01-26 23:54:21.146009+00
QUERY-EXEC | loop-3 | a1-q1, END, 2024-01-26 23:55:39.217138+00
QUERY-EXEC | loop-3 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.71
QUERY-EXEC | loop-3 | c3-q3a, START, 2024-01-26 23:55:42.225167+00
QUERY-EXEC | loop-3 | c3-q3a, END, 2024-01-26 23:59:56.728177+00
QUERY-EXEC | loop-3 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.503
QUERY-EXEC | loop-3 | d4-q3b, START, 2024-01-26 23:59:59.735990+00
QUERY-EXEC | loop-3 | d4-q3b, END, 2024-01-27 00:03:49.880736+00
QUERY-EXEC | loop-3 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.144
QUERY-EXEC | loop-3 | e5-q3c, START, 2024-01-27 00:03:52.888564+00
QUERY-EXEC | loop-3 | e5-q3c, END, 2024-01-27 00:07:43.077856+00
QUERY-EXEC | loop-3 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.189
QUERY-EXEC | loop-3 | h8-q5b, START, 2024-01-27 00:07:46.085605+00
QUERY-EXEC | loop-3 | h8-q5b, END, 2024-01-27 00:14:39.261290+00
QUERY-EXEC | loop-3 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:53.175
QUERY-EXEC | loop-3 | k11-q8, START, 2024-01-27 00:14:42.269264+00
QUERY-EXEC | loop-3 | k11-q8, END, 2024-01-27 00:28:11.338337+00
QUERY-EXEC | loop-3 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:13:29.69
QUERY-EXEC | loop-3 | l12-q9, START, 2024-01-27 00:28:14.346187+00
QUERY-EXEC | loop-3 | l12-q9, END, 2024-01-27 00:43:20.041444+00
QUERY-EXEC | loop-3 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:15:5.695
QUERY-EXEC | loop-3 | m13-q10, START, 2024-01-27 00:43:23.049390+00
QUERY-EXEC | loop-3 | m13-q10, END, 2024-01-27 00:46:04.024943+00
QUERY-EXEC | loop-3 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.975
QUERY-EXEC | loop-3 | n14-q11, START, 2024-01-27 00:46:07.032827+00
QUERY-EXEC | loop-3 | n14-q11, END, 2024-01-27 00:46:36.916372+00
QUERY-EXEC | loop-3 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.883
QUERY-EXEC | loop-3 | q17-q12c, START, 2024-01-27 00:46:39.924300+00
QUERY-EXEC | loop-3 | q17-q12c, END, 2024-01-27 00:46:57.407038+00
QUERY-EXEC | loop-3 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.482
QUERY-SKIP | loop-3 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-4 | a1-q1, START, 2024-01-27 00:47:00.743176+00
QUERY-EXEC | loop-4 | a1-q1, END, 2024-01-27 00:48:18.770641+00
QUERY-EXEC | loop-4 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.27
QUERY-EXEC | loop-4 | c3-q3a, START, 2024-01-27 00:48:21.778405+00
QUERY-EXEC | loop-4 | c3-q3a, END, 2024-01-27 00:52:35.940252+00
QUERY-EXEC | loop-4 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.161
QUERY-EXEC | loop-4 | d4-q3b, START, 2024-01-27 00:52:38.948224+00
QUERY-EXEC | loop-4 | d4-q3b, END, 2024-01-27 00:56:29.163985+00
QUERY-EXEC | loop-4 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.215
QUERY-EXEC | loop-4 | e5-q3c, START, 2024-01-27 00:56:32.171776+00
QUERY-EXEC | loop-4 | e5-q3c, END, 2024-01-27 01:00:22.586983+00
QUERY-EXEC | loop-4 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.415
QUERY-EXEC | loop-4 | h8-q5b, START, 2024-01-27 01:00:25.594791+00
QUERY-EXEC | loop-4 | h8-q5b, END, 2024-01-27 01:07:15.558192+00
QUERY-EXEC | loop-4 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:49.963
QUERY-EXEC | loop-4 | k11-q8, START, 2024-01-27 01:07:18.566029+00
QUERY-EXEC | loop-4 | k11-q8, END, 2024-01-27 01:20:10.545112+00
QUERY-EXEC | loop-4 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:51.979
QUERY-EXEC | loop-4 | l12-q9, START, 2024-01-27 01:20:13.552896+00
QUERY-EXEC | loop-4 | l12-q9, END, 2024-01-27 01:34:58.420691+00
QUERY-EXEC | loop-4 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:44.867
QUERY-EXEC | loop-4 | m13-q10, START, 2024-01-27 01:35:01.428675+00
QUERY-EXEC | loop-4 | m13-q10, END, 2024-01-27 01:37:39.783982+00
QUERY-EXEC | loop-4 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.355
QUERY-EXEC | loop-4 | n14-q11, START, 2024-01-27 01:37:42.791758+00
QUERY-EXEC | loop-4 | n14-q11, END, 2024-01-27 01:38:12.769901+00
QUERY-EXEC | loop-4 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.978
QUERY-EXEC | loop-4 | q17-q12c, START, 2024-01-27 01:38:15.777696+00
QUERY-EXEC | loop-4 | q17-q12c, END, 2024-01-27 01:38:33.273893+00
QUERY-EXEC | loop-4 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.496
QUERY-SKIP | loop-4 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-5 | a1-q1, START, 2024-01-27 01:38:36.610363+00
QUERY-EXEC | loop-5 | a1-q1, END, 2024-01-27 01:39:54.642776+00
QUERY-EXEC | loop-5 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.32
QUERY-EXEC | loop-5 | c3-q3a, START, 2024-01-27 01:39:57.650420+00
QUERY-EXEC | loop-5 | c3-q3a, END, 2024-01-27 01:44:11.630316+00
QUERY-EXEC | loop-5 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:13.979
QUERY-EXEC | loop-5 | d4-q3b, START, 2024-01-27 01:44:14.638012+00
QUERY-EXEC | loop-5 | d4-q3b, END, 2024-01-27 01:48:04.423264+00
QUERY-EXEC | loop-5 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.785
QUERY-EXEC | loop-5 | e5-q3c, START, 2024-01-27 01:48:07.431251+00
QUERY-EXEC | loop-5 | e5-q3c, END, 2024-01-27 01:51:57.358009+00
QUERY-EXEC | loop-5 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.926
QUERY-EXEC | loop-5 | h8-q5b, START, 2024-01-27 01:52:00.365787+00
QUERY-EXEC | loop-5 | h8-q5b, END, 2024-01-27 01:58:53.549089+00
QUERY-EXEC | loop-5 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:53.183
QUERY-EXEC | loop-5 | k11-q8, START, 2024-01-27 01:58:56.556926+00
QUERY-EXEC | loop-5 | k11-q8, END, 2024-01-27 02:12:17.600653+00
QUERY-EXEC | loop-5 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:13:21.43
QUERY-EXEC | loop-5 | l12-q9, START, 2024-01-27 02:12:20.608398+00
QUERY-EXEC | loop-5 | l12-q9, END, 2024-01-27 02:27:19.988368+00
QUERY-EXEC | loop-5 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:59.379
QUERY-EXEC | loop-5 | m13-q10, START, 2024-01-27 02:27:22.996328+00
QUERY-EXEC | loop-5 | m13-q10, END, 2024-01-27 02:30:03.002625+00
QUERY-EXEC | loop-5 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.6
QUERY-EXEC | loop-5 | n14-q11, START, 2024-01-27 02:30:06.010410+00
QUERY-EXEC | loop-5 | n14-q11, END, 2024-01-27 02:30:35.938106+00
QUERY-EXEC | loop-5 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.927
QUERY-EXEC | loop-5 | q17-q12c, START, 2024-01-27 02:30:38.945778+00
QUERY-EXEC | loop-5 | q17-q12c, END, 2024-01-27 02:30:56.429656+00
QUERY-EXEC | loop-5 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.483
QUERY-SKIP | loop-5 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-6 | a1-q1, START, 2024-01-27 02:30:59.767664+00
QUERY-EXEC | loop-6 | a1-q1, END, 2024-01-27 02:32:17.910041+00
QUERY-EXEC | loop-6 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.142
QUERY-EXEC | loop-6 | c3-q3a, START, 2024-01-27 02:32:20.917879+00
QUERY-EXEC | loop-6 | c3-q3a, END, 2024-01-27 02:36:35.452841+00
QUERY-EXEC | loop-6 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.534
QUERY-EXEC | loop-6 | d4-q3b, START, 2024-01-27 02:36:38.460686+00
QUERY-EXEC | loop-6 | d4-q3b, END, 2024-01-27 02:40:28.713505+00
QUERY-EXEC | loop-6 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.252
QUERY-EXEC | loop-6 | e5-q3c, START, 2024-01-27 02:40:31.721368+00
QUERY-EXEC | loop-6 | e5-q3c, END, 2024-01-27 02:44:21.944888+00
QUERY-EXEC | loop-6 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.223
QUERY-EXEC | loop-6 | h8-q5b, START, 2024-01-27 02:44:24.952747+00
QUERY-EXEC | loop-6 | h8-q5b, END, 2024-01-27 02:51:17.673461+00
QUERY-EXEC | loop-6 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:52.720
QUERY-EXEC | loop-6 | k11-q8, START, 2024-01-27 02:51:20.681313+00
QUERY-EXEC | loop-6 | k11-q8, END, 2024-01-27 03:04:02.199971+00
QUERY-EXEC | loop-6 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:41.518
QUERY-EXEC | loop-6 | l12-q9, START, 2024-01-27 03:04:05.207883+00
QUERY-EXEC | loop-6 | l12-q9, END, 2024-01-27 03:18:54.126689+00
QUERY-EXEC | loop-6 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:48.918
QUERY-EXEC | loop-6 | m13-q10, START, 2024-01-27 03:18:57.134514+00
QUERY-EXEC | loop-6 | m13-q10, END, 2024-01-27 03:21:33.152362+00
QUERY-EXEC | loop-6 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:36.17
QUERY-EXEC | loop-6 | n14-q11, START, 2024-01-27 03:21:36.160187+00
QUERY-EXEC | loop-6 | n14-q11, END, 2024-01-27 03:22:10.797606+00
QUERY-EXEC | loop-6 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:34.637
QUERY-EXEC | loop-6 | q17-q12c, START, 2024-01-27 03:22:13.805487+00
QUERY-EXEC | loop-6 | q17-q12c, END, 2024-01-27 03:22:31.271946+00
QUERY-EXEC | loop-6 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.466
QUERY-SKIP | loop-6 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-7 | a1-q1, START, 2024-01-27 03:22:34.608937+00
QUERY-EXEC | loop-7 | a1-q1, END, 2024-01-27 03:23:53.472334+00
QUERY-EXEC | loop-7 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.863
QUERY-EXEC | loop-7 | c3-q3a, START, 2024-01-27 03:23:56.480131+00
QUERY-EXEC | loop-7 | c3-q3a, END, 2024-01-27 03:28:11.071950+00
QUERY-EXEC | loop-7 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.591
QUERY-EXEC | loop-7 | d4-q3b, START, 2024-01-27 03:28:14.079761+00
QUERY-EXEC | loop-7 | d4-q3b, END, 2024-01-27 03:32:04.209657+00
QUERY-EXEC | loop-7 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.129
QUERY-EXEC | loop-7 | e5-q3c, START, 2024-01-27 03:32:07.217420+00
QUERY-EXEC | loop-7 | e5-q3c, END, 2024-01-27 03:35:57.442035+00
QUERY-EXEC | loop-7 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.224
QUERY-EXEC | loop-7 | h8-q5b, START, 2024-01-27 03:36:00.449871+00
QUERY-EXEC | loop-7 | h8-q5b, END, 2024-01-27 03:42:51.177213+00
QUERY-EXEC | loop-7 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:50.727
QUERY-EXEC | loop-7 | k11-q8, START, 2024-01-27 03:42:54.185126+00
QUERY-EXEC | loop-7 | k11-q8, END, 2024-01-27 03:56:24.682817+00
QUERY-EXEC | loop-7 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:13:30.497
QUERY-EXEC | loop-7 | l12-q9, START, 2024-01-27 03:56:27.690721+00
QUERY-EXEC | loop-7 | l12-q9, END, 2024-01-27 04:11:12.154112+00
QUERY-EXEC | loop-7 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:44.463
QUERY-EXEC | loop-7 | m13-q10, START, 2024-01-27 04:11:15.161970+00
QUERY-EXEC | loop-7 | m13-q10, END, 2024-01-27 04:13:56.528912+00
QUERY-EXEC | loop-7 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:41.366
QUERY-EXEC | loop-7 | n14-q11, START, 2024-01-27 04:13:59.536694+00
QUERY-EXEC | loop-7 | n14-q11, END, 2024-01-27 04:14:29.743873+00
QUERY-EXEC | loop-7 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:30.207
QUERY-EXEC | loop-7 | q17-q12c, START, 2024-01-27 04:14:32.751724+00
QUERY-EXEC | loop-7 | q17-q12c, END, 2024-01-27 04:14:50.255630+00
QUERY-EXEC | loop-7 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.503
QUERY-SKIP | loop-7 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-8 | a1-q1, START, 2024-01-27 04:14:53.592702+00
QUERY-EXEC | loop-8 | a1-q1, END, 2024-01-27 04:16:12.578422+00
QUERY-EXEC | loop-8 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:18.985
QUERY-EXEC | loop-8 | c3-q3a, START, 2024-01-27 04:16:15.586244+00
