Process, Parameter, Value
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:30:32.381
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-27 15:42:16.317862+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-27 16:12:31.724859+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:30:15.406
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-27 16:12:34.732560+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-27 16:17:37.890935+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:3.158
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-27 16:17:40.898556+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-27 16:18:52.834269+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:11.935
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-27 16:18:55.842083+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-27 16:30:46.634832+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:11:50.792
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-27 16:30:49.642530+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-27 16:48:54.449523+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:4.806
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-27 16:48:57.457610+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-27 16:49:42.826749+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.369
QUERY-PENALTY | loop-1 | b2-q2.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | l12-q9.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | k11-q8.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-2 | a1-q1, START, 2024-01-27 16:49:47.181288+00
QUERY-EXEC | loop-2 | a1-q1, END, 2024-01-27 16:53:56.671178+00
QUERY-EXEC | loop-2 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:9.489
QUERY-EXEC | loop-2 | c3-q3a, START, 2024-01-27 16:53:59.679071+00
QUERY-EXEC | loop-2 | c3-q3a, END, 2024-01-27 17:02:25.249823+00
QUERY-EXEC | loop-2 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:25.570
QUERY-EXEC | loop-2 | d4-q3b, START, 2024-01-27 17:02:28.257606+00
QUERY-EXEC | loop-2 | d4-q3b, END, 2024-01-27 17:10:07.794538+00
QUERY-EXEC | loop-2 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:39.536
QUERY-EXEC | loop-2 | e5-q3c, START, 2024-01-27 17:10:10.802406+00
QUERY-EXEC | loop-2 | e5-q3c, END, 2024-01-27 17:17:49.048470+00
QUERY-EXEC | loop-2 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.246
QUERY-EXEC | loop-2 | h8-q5b, START, 2024-01-27 17:17:52.056348+00
QUERY-EXEC | loop-2 | h8-q5b, END, 2024-01-27 17:38:52.141164+00
QUERY-EXEC | loop-2 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:21:0.84
QUERY-EXEC | loop-2 | m13-q10, START, 2024-01-27 17:38:55.149224+00
QUERY-EXEC | loop-2 | m13-q10, END, 2024-01-27 17:44:06.264306+00
QUERY-EXEC | loop-2 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:11.115
QUERY-EXEC | loop-2 | n14-q11, START, 2024-01-27 17:44:09.272150+00
QUERY-EXEC | loop-2 | n14-q11, END, 2024-01-27 17:45:21.762728+00
QUERY-EXEC | loop-2 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:12.490
QUERY-EXEC | loop-2 | o15-q12a, START, 2024-01-27 17:45:24.770522+00
QUERY-EXEC | loop-2 | o15-q12a, END, 2024-01-27 18:10:27.980501+00
QUERY-EXEC | loop-2 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:25:3.209
QUERY-EXEC | loop-2 | p16-q12b, START, 2024-01-27 18:10:30.988495+00
QUERY-EXEC | loop-2 | p16-q12b, END, 2024-01-27 18:28:16.180621+00
QUERY-EXEC | loop-2 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:17:45.192
QUERY-EXEC | loop-2 | q17-q12c, START, 2024-01-27 18:28:19.188431+00
QUERY-EXEC | loop-2 | q17-q12c, END, 2024-01-27 18:29:04.597877+00
QUERY-EXEC | loop-2 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.409
QUERY-SKIP | loop-2 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | k11-q8, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-3 | a1-q1, START, 2024-01-27 18:29:08.378538+00
QUERY-EXEC | loop-3 | a1-q1, END, 2024-01-27 18:33:23.602409+00
QUERY-EXEC | loop-3 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:15.223
QUERY-EXEC | loop-3 | c3-q3a, START, 2024-01-27 18:33:26.610194+00
QUERY-EXEC | loop-3 | c3-q3a, END, 2024-01-27 18:41:50.723595+00
QUERY-EXEC | loop-3 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:24.113
QUERY-EXEC | loop-3 | d4-q3b, START, 2024-01-27 18:41:53.731368+00
QUERY-EXEC | loop-3 | d4-q3b, END, 2024-01-27 18:49:32.277679+00
QUERY-EXEC | loop-3 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:38.546
QUERY-EXEC | loop-3 | e5-q3c, START, 2024-01-27 18:49:35.285709+00
QUERY-EXEC | loop-3 | e5-q3c, END, 2024-01-27 18:57:13.559654+00
QUERY-EXEC | loop-3 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.273
QUERY-EXEC | loop-3 | h8-q5b, START, 2024-01-27 18:57:16.567596+00
QUERY-EXEC | loop-3 | h8-q5b, END, 2024-01-27 19:17:56.033022+00
QUERY-EXEC | loop-3 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:39.465
QUERY-EXEC | loop-3 | m13-q10, START, 2024-01-27 19:17:59.041162+00
QUERY-EXEC | loop-3 | m13-q10, END, 2024-01-27 19:22:59.997724+00
QUERY-EXEC | loop-3 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:0.956
QUERY-EXEC | loop-3 | n14-q11, START, 2024-01-27 19:23:03.005483+00
QUERY-EXEC | loop-3 | n14-q11, END, 2024-01-27 19:24:14.336047+00
QUERY-EXEC | loop-3 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:11.330
QUERY-EXEC | loop-3 | o15-q12a, START, 2024-01-27 19:24:17.343804+00
QUERY-EXEC | loop-3 | o15-q12a, END, 2024-01-27 19:54:31.886158+00
QUERY-EXEC | loop-3 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:30:14.542
QUERY-EXEC | loop-3 | p16-q12b, START, 2024-01-27 19:54:34.893968+00
QUERY-EXEC | loop-3 | p16-q12b, END, 2024-01-27 20:12:29.997941+00
QUERY-EXEC | loop-3 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:17:55.103
QUERY-EXEC | loop-3 | q17-q12c, START, 2024-01-27 20:12:33.006089+00
QUERY-EXEC | loop-3 | q17-q12c, END, 2024-01-27 20:13:18.378211+00
QUERY-EXEC | loop-3 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.372
QUERY-SKIP | loop-3 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | k11-q8, PENALTY, 3600000.000 ms
QUERY-PENALTY | loop-3 | o15-q12a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-4 | a1-q1, START, 2024-01-27 20:13:21.874933+00
QUERY-EXEC | loop-4 | a1-q1, END, 2024-01-27 20:17:36.789355+00
QUERY-EXEC | loop-4 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:14.914
QUERY-EXEC | loop-4 | c3-q3a, START, 2024-01-27 20:17:39.797152+00
QUERY-EXEC | loop-4 | c3-q3a, END, 2024-01-27 20:26:03.511195+00
QUERY-EXEC | loop-4 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:23.714
QUERY-EXEC | loop-4 | d4-q3b, START, 2024-01-27 20:26:06.519053+00
QUERY-EXEC | loop-4 | d4-q3b, END, 2024-01-27 20:33:45.051185+00
QUERY-EXEC | loop-4 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:38.532
QUERY-EXEC | loop-4 | e5-q3c, START, 2024-01-27 20:33:48.058900+00
QUERY-EXEC | loop-4 | e5-q3c, END, 2024-01-27 20:41:26.675774+00
QUERY-EXEC | loop-4 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.616
QUERY-EXEC | loop-4 | h8-q5b, START, 2024-01-27 20:41:29.683643+00
QUERY-EXEC | loop-4 | h8-q5b, END, 2024-01-27 21:02:04.491952+00
QUERY-EXEC | loop-4 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:34.808
QUERY-EXEC | loop-4 | m13-q10, START, 2024-01-27 21:02:07.499885+00
QUERY-EXEC | loop-4 | m13-q10, END, 2024-01-27 21:07:14.817279+00
QUERY-EXEC | loop-4 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:7.317
QUERY-EXEC | loop-4 | n14-q11, START, 2024-01-27 21:07:17.825024+00
QUERY-EXEC | loop-4 | n14-q11, END, 2024-01-27 21:08:27.894046+00
QUERY-EXEC | loop-4 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:10.69
QUERY-EXEC | loop-4 | p16-q12b, START, 2024-01-27 21:08:30.901856+00
QUERY-EXEC | loop-4 | p16-q12b, END, 2024-01-27 21:26:39.386151+00
QUERY-EXEC | loop-4 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:8.484
QUERY-EXEC | loop-4 | q17-q12c, START, 2024-01-27 21:26:42.394105+00
QUERY-EXEC | loop-4 | q17-q12c, END, 2024-01-27 21:27:27.652481+00
QUERY-EXEC | loop-4 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.258
QUERY-SKIP | loop-4 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-5 | a1-q1, START, 2024-01-27 21:27:31.142574+00
QUERY-EXEC | loop-5 | a1-q1, END, 2024-01-27 21:31:45.663767+00
QUERY-EXEC | loop-5 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:14.521
QUERY-EXEC | loop-5 | c3-q3a, START, 2024-01-27 21:31:48.671733+00
QUERY-EXEC | loop-5 | c3-q3a, END, 2024-01-27 21:40:13.811177+00
QUERY-EXEC | loop-5 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:25.139
QUERY-EXEC | loop-5 | d4-q3b, START, 2024-01-27 21:40:16.819278+00
QUERY-EXEC | loop-5 | d4-q3b, END, 2024-01-27 21:47:55.396785+00
QUERY-EXEC | loop-5 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:38.577
QUERY-EXEC | loop-5 | e5-q3c, START, 2024-01-27 21:47:58.404559+00
QUERY-EXEC | loop-5 | e5-q3c, END, 2024-01-27 21:55:36.887039+00
QUERY-EXEC | loop-5 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.482
QUERY-EXEC | loop-5 | h8-q5b, START, 2024-01-27 21:55:39.894918+00
QUERY-EXEC | loop-5 | h8-q5b, END, 2024-01-27 22:16:12.685147+00
QUERY-EXEC | loop-5 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:32.790
QUERY-EXEC | loop-5 | m13-q10, START, 2024-01-27 22:16:15.693200+00
QUERY-EXEC | loop-5 | m13-q10, END, 2024-01-27 22:21:24.660413+00
QUERY-EXEC | loop-5 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:8.967
QUERY-EXEC | loop-5 | n14-q11, START, 2024-01-27 22:21:27.668263+00
QUERY-EXEC | loop-5 | n14-q11, END, 2024-01-27 22:22:37.718266+00
QUERY-EXEC | loop-5 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:10.50
QUERY-EXEC | loop-5 | p16-q12b, START, 2024-01-27 22:22:40.726099+00
QUERY-EXEC | loop-5 | p16-q12b, END, 2024-01-27 22:42:13.483185+00
QUERY-EXEC | loop-5 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:19:32.757
QUERY-EXEC | loop-5 | q17-q12c, START, 2024-01-27 22:42:16.491195+00
QUERY-EXEC | loop-5 | q17-q12c, END, 2024-01-27 22:43:01.942361+00
QUERY-EXEC | loop-5 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.451
QUERY-SKIP | loop-5 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-6 | a1-q1, START, 2024-01-27 22:43:05.433081+00
QUERY-EXEC | loop-6 | a1-q1, END, 2024-01-27 22:47:20.493323+00
QUERY-EXEC | loop-6 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:15.60
QUERY-EXEC | loop-6 | c3-q3a, START, 2024-01-27 22:47:23.501313+00
QUERY-EXEC | loop-6 | c3-q3a, END, 2024-01-27 22:55:48.115403+00
QUERY-EXEC | loop-6 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:24.614
QUERY-EXEC | loop-6 | d4-q3b, START, 2024-01-27 22:55:51.123897+00
QUERY-EXEC | loop-6 | d4-q3b, END, 2024-01-27 23:03:30.586685+00
QUERY-EXEC | loop-6 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:39.462
QUERY-EXEC | loop-6 | e5-q3c, START, 2024-01-27 23:03:33.594685+00
QUERY-EXEC | loop-6 | e5-q3c, END, 2024-01-27 23:11:13.226781+00
QUERY-EXEC | loop-6 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:39.632
QUERY-EXEC | loop-6 | h8-q5b, START, 2024-01-27 23:11:16.234631+00
QUERY-EXEC | loop-6 | h8-q5b, END, 2024-01-27 23:31:49.443924+00
QUERY-EXEC | loop-6 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:33.209
QUERY-EXEC | loop-6 | m13-q10, START, 2024-01-27 23:31:52.452244+00
QUERY-EXEC | loop-6 | m13-q10, END, 2024-01-27 23:36:53.564545+00
QUERY-EXEC | loop-6 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:1.112
QUERY-EXEC | loop-6 | n14-q11, START, 2024-01-27 23:36:56.572377+00
QUERY-EXEC | loop-6 | n14-q11, END, 2024-01-27 23:38:06.810243+00
QUERY-EXEC | loop-6 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:10.237
QUERY-EXEC | loop-6 | p16-q12b, START, 2024-01-27 23:38:09.818035+00
QUERY-EXEC | loop-6 | p16-q12b, END, 2024-01-27 23:56:19.260163+00
QUERY-EXEC | loop-6 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:9.442
QUERY-EXEC | loop-6 | q17-q12c, START, 2024-01-27 23:56:22.267858+00
QUERY-EXEC | loop-6 | q17-q12c, END, 2024-01-27 23:57:07.663416+00
QUERY-EXEC | loop-6 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.395
QUERY-SKIP | loop-6 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-7 | a1-q1, START, 2024-01-27 23:57:11.160455+00
QUERY-EXEC | loop-7 | a1-q1, END, 2024-01-28 00:01:24.296240+00
QUERY-EXEC | loop-7 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:13.135
QUERY-EXEC | loop-7 | c3-q3a, START, 2024-01-28 00:01:27.304034+00
QUERY-EXEC | loop-7 | c3-q3a, END, 2024-01-28 00:09:52.260359+00
QUERY-EXEC | loop-7 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:24.956
QUERY-EXEC | loop-7 | d4-q3b, START, 2024-01-28 00:09:55.268163+00
QUERY-EXEC | loop-7 | d4-q3b, END, 2024-01-28 00:17:34.111527+00
QUERY-EXEC | loop-7 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:38.843
QUERY-EXEC | loop-7 | e5-q3c, START, 2024-01-28 00:17:37.119329+00
QUERY-EXEC | loop-7 | e5-q3c, END, 2024-01-28 00:25:15.280619+00
QUERY-EXEC | loop-7 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.161
QUERY-EXEC | loop-7 | h8-q5b, START, 2024-01-28 00:25:18.288411+00
QUERY-EXEC | loop-7 | h8-q5b, END, 2024-01-28 00:45:49.456263+00
QUERY-EXEC | loop-7 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:31.167
QUERY-EXEC | loop-7 | m13-q10, START, 2024-01-28 00:45:52.464240+00
QUERY-EXEC | loop-7 | m13-q10, END, 2024-01-28 00:51:03.317222+00
QUERY-EXEC | loop-7 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:10.852
QUERY-EXEC | loop-7 | n14-q11, START, 2024-01-28 00:51:06.324726+00
QUERY-EXEC | loop-7 | n14-q11, END, 2024-01-28 00:52:17.108478+00
QUERY-EXEC | loop-7 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:10.783
QUERY-EXEC | loop-7 | p16-q12b, START, 2024-01-28 00:52:20.116379+00
QUERY-EXEC | loop-7 | p16-q12b, END, 2024-01-28 01:10:27.657452+00
QUERY-EXEC | loop-7 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:7.541
QUERY-EXEC | loop-7 | q17-q12c, START, 2024-01-28 01:10:30.665228+00
QUERY-EXEC | loop-7 | q17-q12c, END, 2024-01-28 01:11:16.075591+00
QUERY-EXEC | loop-7 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.410
QUERY-SKIP | loop-7 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-8 | a1-q1, START, 2024-01-28 01:11:19.572590+00
QUERY-EXEC | loop-8 | a1-q1, END, 2024-01-28 01:15:24.286301+00
QUERY-EXEC | loop-8 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:4.713
QUERY-EXEC | loop-8 | c3-q3a, START, 2024-01-28 01:15:27.294149+00
QUERY-EXEC | loop-8 | c3-q3a, END, 2024-01-28 01:23:52.569667+00
QUERY-EXEC | loop-8 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:25.275
QUERY-EXEC | loop-8 | d4-q3b, START, 2024-01-28 01:23:55.577667+00
QUERY-EXEC | loop-8 | d4-q3b, END, 2024-01-28 01:31:33.806729+00
QUERY-EXEC | loop-8 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:38.229
QUERY-EXEC | loop-8 | e5-q3c, START, 2024-01-28 01:31:36.814624+00
QUERY-EXEC | loop-8 | e5-q3c, END, 2024-01-28 01:39:15.771556+00
