Process, Parameter, Value
QUERY-EXEC | loop-1 | a1-q1, START, 2024-01-26 15:13:19.401466+00
QUERY-EXEC | loop-1 | a1-q1, END, 2024-01-26 15:13:20.394764+00
QUERY-EXEC | loop-1 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:0:0.993
QUERY-EXEC | loop-1 | b2-q2, START, 2024-01-26 15:13:23.402555+00
QUERY-EXEC | loop-1 | b2-q2, END, 2024-01-26 15:18:16.791694+00
QUERY-EXEC | loop-1 | b2-q2, EXECTIME, d:h:m:s.ms | 0:0:4:53.389
QUERY-EXEC | loop-1 | c3-q3a, START, 2024-01-26 15:18:19.799430+00
QUERY-EXEC | loop-1 | c3-q3a, END, 2024-01-26 15:18:22.409429+00
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:2.609
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-26 15:18:25.417137+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-26 15:18:27.919814+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:2.502
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-26 15:18:30.927453+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-26 15:18:33.429005+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:2.501
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-26 15:18:36.436598+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-26 15:48:36.492439+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:30:0.55
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-26 15:48:39.500118+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-26 16:18:39.564382+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:30:0.64
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-26 16:18:42.571961+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-26 16:23:03.422596+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:4:20.850
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-26 16:23:06.430336+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-26 16:53:06.483135+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:30:0.52
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-26 16:53:09.490607+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-26 16:54:10.550289+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:1:1.59
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-26 16:54:13.557961+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-26 16:54:14.011478+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.453
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-26 16:54:17.019172+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-26 16:54:18.187356+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.168
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-26 16:54:21.194933+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-26 16:54:21.715491+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.520
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-26 16:54:24.723030+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-26 16:54:24.835786+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.112
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-26 16:54:27.843231+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-26 16:54:28.294367+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:0.451
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-26 16:54:31.301843+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-26 16:54:31.635488+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.333
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-26 16:54:34.642931+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-26 16:54:34.715383+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.72
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-26 16:54:34.767594+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:1:41:18.376
CALCPERFORMANCE, START, 2024-01-26 16:54:34.775065+00
CALCPERFORMANCE, END, 2024-01-26 16:54:34.789507+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-26 16:54:34.796891+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:1:41:35.339
