Process, Parameter, Value
QUERY-EXEC | loop-1 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:0:0.70
QUERY-EXEC | loop-1 | b2-q2, START, 2024-01-24 12:48:44.905298+00
QUERY-EXEC | loop-1 | b2-q2, END, 2024-01-24 12:48:46.189418+00
QUERY-EXEC | loop-1 | b2-q2, EXECTIME, d:h:m:s.ms | 0:0:0:1.284
QUERY-EXEC | loop-1 | c3-q3a, START, 2024-01-24 12:48:49.196993+00
QUERY-EXEC | loop-1 | c3-q3a, END, 2024-01-24 12:48:50.406531+00
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:1.209
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-24 12:48:53.414155+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-24 12:48:54.602215+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:1.188
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-24 12:48:57.609772+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-24 12:48:58.793043+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:1.183
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-24 12:49:01.800529+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-24 13:06:54.457469+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:17:52.656
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-24 13:06:57.465019+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-24 13:08:02.282062+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:1:4.817
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-24 13:08:05.289682+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-24 13:08:15.722819+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:0:10.433
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-24 13:08:18.730448+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-24 13:08:39.260695+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:0:20.530
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-24 13:08:42.268340+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-24 13:08:50.456393+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:0:8.188
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-24 13:08:53.464068+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-24 13:08:53.610092+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.146
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-24 13:08:56.617664+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-24 13:08:56.744201+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:0.126
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-24 13:08:59.751675+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-24 13:08:59.873418+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.121
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-24 13:09:02.880938+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-24 13:09:02.949294+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.68
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-24 13:09:05.956861+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-24 13:10:10.814588+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:1:4.857
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-24 13:10:13.822375+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-24 13:10:14.057867+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.235
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-24 13:10:17.065434+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-24 13:10:17.124244+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.58
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-24 13:10:17.171545+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:0:21:38.354
CALCPERFORMANCE, START, 2024-01-24 13:10:17.179315+00
CALCPERFORMANCE, END, 2024-01-24 13:10:17.193910+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-24 13:10:17.201349+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:0:21:52.187
