Process, Parameter, Value
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.72
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-26 16:06:49.748415+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:1:17:1.952
CALCPERFORMANCE, START, 2024-01-26 16:06:49.756245+00
CALCPERFORMANCE, END, 2024-01-26 16:06:49.770542+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-26 16:06:49.777919+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:1:17:19.111
