Process, Parameter, Value
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-25 00:53:51.012186+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:4:24.501
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-25 00:53:54.019939+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-25 01:24:10.402547+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:30:16.382
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-25 01:24:13.410355+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-25 01:54:13.615477+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:30:0.205
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-25 01:54:16.623180+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-25 01:54:17.089735+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.466
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-25 01:54:20.097308+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-25 01:54:21.280128+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:1.182
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-25 01:54:24.287770+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-25 01:54:24.816749+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.528
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-25 01:54:27.824364+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-25 01:54:27.946496+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.122
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-25 01:54:30.954168+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-25 01:54:31.434401+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:0.480
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-25 01:54:34.442055+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-25 01:54:34.801615+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.359
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-25 01:54:37.809408+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-25 01:54:37.886689+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.77
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
RUNQUERIES, END, 2024-01-25 01:54:37.942816+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:2:10:33.318
CALCPERFORMANCE, START, 2024-01-25 01:54:37.950594+00
CALCPERFORMANCE, END, 2024-01-25 01:54:37.965244+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-25 01:54:37.972773+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:2:10:50.518
