Process, Parameter, Value
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:15:33.542
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-27 04:03:05.589517+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-27 04:33:21.634491+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:30:16.44
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-27 04:33:24.642252+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-27 04:38:32.267675+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:7.625
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-27 04:38:35.275540+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-27 04:39:37.464782+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:2.189
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-27 04:39:40.472731+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-27 05:09:45.520310+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:30:5.47
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-27 05:09:48.528212+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-27 05:22:03.337190+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:12:14.808
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-27 05:22:06.345200+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-27 05:23:00.088128+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:53.742
QUERY-PENALTY | loop-1 | b2-q2.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | i9-q6.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | o15-q12a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | l12-q9.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | g7-q5a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | f6-q4.sql, PENALTY-TIME, 3600000.000 ms
QUERY-PENALTY | loop-1 | j10-q7.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-2 | a1-q1, START, 2024-01-27 05:23:04.148977+00
QUERY-EXEC | loop-2 | a1-q1, END, 2024-01-27 05:27:22.693945+00
QUERY-EXEC | loop-2 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:18.544
QUERY-EXEC | loop-2 | c3-q3a, START, 2024-01-27 05:27:25.701698+00
QUERY-EXEC | loop-2 | c3-q3a, END, 2024-01-27 05:35:51.755655+00
QUERY-EXEC | loop-2 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:26.53
QUERY-EXEC | loop-2 | d4-q3b, START, 2024-01-27 05:35:54.763527+00
QUERY-EXEC | loop-2 | d4-q3b, END, 2024-01-27 05:43:37.172527+00
QUERY-EXEC | loop-2 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:42.409
QUERY-EXEC | loop-2 | e5-q3c, START, 2024-01-27 05:43:40.180891+00
QUERY-EXEC | loop-2 | e5-q3c, END, 2024-01-27 05:51:21.582755+00
QUERY-EXEC | loop-2 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:41.401
QUERY-EXEC | loop-2 | h8-q5b, START, 2024-01-27 05:51:24.590637+00
QUERY-EXEC | loop-2 | h8-q5b, END, 2024-01-27 06:07:42.873830+00
QUERY-EXEC | loop-2 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:18.283
QUERY-EXEC | loop-2 | k11-q8, START, 2024-01-27 06:07:45.881560+00
QUERY-EXEC | loop-2 | k11-q8, END, 2024-01-27 06:24:03.595429+00
QUERY-EXEC | loop-2 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:16:17.713
QUERY-EXEC | loop-2 | m13-q10, START, 2024-01-27 06:24:06.603145+00
QUERY-EXEC | loop-2 | m13-q10, END, 2024-01-27 06:29:18.789748+00
QUERY-EXEC | loop-2 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:12.186
QUERY-EXEC | loop-2 | n14-q11, START, 2024-01-27 06:29:21.797452+00
QUERY-EXEC | loop-2 | n14-q11, END, 2024-01-27 06:30:24.106168+00
QUERY-EXEC | loop-2 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:2.308
QUERY-EXEC | loop-2 | p16-q12b, START, 2024-01-27 06:30:27.113943+00
QUERY-EXEC | loop-2 | p16-q12b, END, 2024-01-27 06:43:36.726314+00
QUERY-EXEC | loop-2 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:13:9.612
QUERY-EXEC | loop-2 | q17-q12c, START, 2024-01-27 06:43:39.734349+00
QUERY-EXEC | loop-2 | q17-q12c, END, 2024-01-27 06:44:33.850879+00
QUERY-EXEC | loop-2 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:54.116
QUERY-SKIP | loop-2 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-2 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-3 | a1-q1, START, 2024-01-27 06:44:37.334705+00
QUERY-EXEC | loop-3 | a1-q1, END, 2024-01-27 06:48:43.228687+00
QUERY-EXEC | loop-3 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:5.893
QUERY-EXEC | loop-3 | c3-q3a, START, 2024-01-27 06:48:46.236633+00
QUERY-EXEC | loop-3 | c3-q3a, END, 2024-01-27 06:57:33.803261+00
QUERY-EXEC | loop-3 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:47.566
QUERY-EXEC | loop-3 | d4-q3b, START, 2024-01-27 06:57:36.811182+00
QUERY-EXEC | loop-3 | d4-q3b, END, 2024-01-27 07:05:18.109157+00
QUERY-EXEC | loop-3 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:41.297
QUERY-EXEC | loop-3 | e5-q3c, START, 2024-01-27 07:05:21.117096+00
QUERY-EXEC | loop-3 | e5-q3c, END, 2024-01-27 07:13:03.450221+00
QUERY-EXEC | loop-3 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:42.333
QUERY-EXEC | loop-3 | h8-q5b, START, 2024-01-27 07:13:06.458036+00
QUERY-EXEC | loop-3 | h8-q5b, END, 2024-01-27 07:29:24.402485+00
QUERY-EXEC | loop-3 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:17.944
QUERY-EXEC | loop-3 | k11-q8, START, 2024-01-27 07:29:27.410585+00
QUERY-EXEC | loop-3 | k11-q8, END, 2024-01-27 07:45:50.785975+00
QUERY-EXEC | loop-3 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:16:23.375
QUERY-EXEC | loop-3 | m13-q10, START, 2024-01-27 07:45:53.793823+00
QUERY-EXEC | loop-3 | m13-q10, END, 2024-01-27 07:51:04.270532+00
QUERY-EXEC | loop-3 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:10.476
QUERY-EXEC | loop-3 | n14-q11, START, 2024-01-27 07:51:07.278420+00
QUERY-EXEC | loop-3 | n14-q11, END, 2024-01-27 07:52:10.566974+00
QUERY-EXEC | loop-3 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:3.288
QUERY-EXEC | loop-3 | p16-q12b, START, 2024-01-27 07:52:13.574791+00
QUERY-EXEC | loop-3 | p16-q12b, END, 2024-01-27 08:02:59.150482+00
QUERY-EXEC | loop-3 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:10:45.575
QUERY-EXEC | loop-3 | q17-q12c, START, 2024-01-27 08:03:02.158429+00
QUERY-EXEC | loop-3 | q17-q12c, END, 2024-01-27 08:03:56.218045+00
QUERY-EXEC | loop-3 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:54.59
QUERY-SKIP | loop-3 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-3 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-4 | a1-q1, START, 2024-01-27 08:03:59.713292+00
QUERY-EXEC | loop-4 | a1-q1, END, 2024-01-27 08:08:16.862916+00
QUERY-EXEC | loop-4 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:17.149
QUERY-EXEC | loop-4 | c3-q3a, START, 2024-01-27 08:08:19.870870+00
QUERY-EXEC | loop-4 | c3-q3a, END, 2024-01-27 08:16:47.123008+00
QUERY-EXEC | loop-4 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:27.252
QUERY-EXEC | loop-4 | d4-q3b, START, 2024-01-27 08:16:50.130913+00
QUERY-EXEC | loop-4 | d4-q3b, END, 2024-01-27 08:24:30.877200+00
QUERY-EXEC | loop-4 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:40.746
QUERY-EXEC | loop-4 | e5-q3c, START, 2024-01-27 08:24:33.884908+00
QUERY-EXEC | loop-4 | e5-q3c, END, 2024-01-27 08:32:15.605591+00
QUERY-EXEC | loop-4 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:41.720
QUERY-EXEC | loop-4 | h8-q5b, START, 2024-01-27 08:32:18.613480+00
QUERY-EXEC | loop-4 | h8-q5b, END, 2024-01-27 08:48:36.553294+00
QUERY-EXEC | loop-4 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:17.939
QUERY-EXEC | loop-4 | k11-q8, START, 2024-01-27 08:48:39.561255+00
QUERY-EXEC | loop-4 | k11-q8, END, 2024-01-27 09:04:08.931517+00
QUERY-EXEC | loop-4 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:15:29.370
QUERY-EXEC | loop-4 | m13-q10, START, 2024-01-27 09:04:11.939327+00
QUERY-EXEC | loop-4 | m13-q10, END, 2024-01-27 09:09:20.612393+00
QUERY-EXEC | loop-4 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:8.673
QUERY-EXEC | loop-4 | n14-q11, START, 2024-01-27 09:09:23.620371+00
QUERY-EXEC | loop-4 | n14-q11, END, 2024-01-27 09:10:26.988443+00
QUERY-EXEC | loop-4 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:3.368
QUERY-EXEC | loop-4 | p16-q12b, START, 2024-01-27 09:10:29.996324+00
QUERY-EXEC | loop-4 | p16-q12b, END, 2024-01-27 09:21:18.439627+00
QUERY-EXEC | loop-4 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:10:48.443
QUERY-EXEC | loop-4 | q17-q12c, START, 2024-01-27 09:21:21.447631+00
QUERY-EXEC | loop-4 | q17-q12c, END, 2024-01-27 09:22:15.417220+00
QUERY-EXEC | loop-4 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:53.969
QUERY-SKIP | loop-4 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-4 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-5 | a1-q1, START, 2024-01-27 09:22:19.130536+00
QUERY-EXEC | loop-5 | a1-q1, END, 2024-01-27 09:26:37.685704+00
QUERY-EXEC | loop-5 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:18.555
QUERY-EXEC | loop-5 | c3-q3a, START, 2024-01-27 09:26:40.693643+00
QUERY-EXEC | loop-5 | c3-q3a, END, 2024-01-27 09:35:10.489889+00
QUERY-EXEC | loop-5 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:29.796
QUERY-EXEC | loop-5 | d4-q3b, START, 2024-01-27 09:35:13.497761+00
QUERY-EXEC | loop-5 | d4-q3b, END, 2024-01-27 09:42:54.486247+00
QUERY-EXEC | loop-5 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:40.988
QUERY-EXEC | loop-5 | e5-q3c, START, 2024-01-27 09:42:57.494069+00
QUERY-EXEC | loop-5 | e5-q3c, END, 2024-01-27 09:50:40.698157+00
QUERY-EXEC | loop-5 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:43.204
QUERY-EXEC | loop-5 | h8-q5b, START, 2024-01-27 09:50:43.705936+00
QUERY-EXEC | loop-5 | h8-q5b, END, 2024-01-27 10:07:00.397803+00
QUERY-EXEC | loop-5 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:16.691
QUERY-EXEC | loop-5 | k11-q8, START, 2024-01-27 10:07:03.405950+00
QUERY-EXEC | loop-5 | k11-q8, END, 2024-01-27 10:23:17.626448+00
QUERY-EXEC | loop-5 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:16:14.220
QUERY-EXEC | loop-5 | m13-q10, START, 2024-01-27 10:23:20.634510+00
QUERY-EXEC | loop-5 | m13-q10, END, 2024-01-27 10:28:28.868657+00
QUERY-EXEC | loop-5 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:8.234
QUERY-EXEC | loop-5 | n14-q11, START, 2024-01-27 10:28:31.876659+00
QUERY-EXEC | loop-5 | n14-q11, END, 2024-01-27 10:29:35.304330+00
QUERY-EXEC | loop-5 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:3.427
QUERY-EXEC | loop-5 | p16-q12b, START, 2024-01-27 10:29:38.312178+00
QUERY-EXEC | loop-5 | p16-q12b, END, 2024-01-27 10:40:50.793675+00
QUERY-EXEC | loop-5 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:11:12.481
QUERY-EXEC | loop-5 | q17-q12c, START, 2024-01-27 10:40:53.801475+00
QUERY-EXEC | loop-5 | q17-q12c, END, 2024-01-27 10:41:47.747249+00
QUERY-EXEC | loop-5 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:53.945
QUERY-SKIP | loop-5 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-5 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-6 | a1-q1, START, 2024-01-27 10:41:51.457112+00
QUERY-EXEC | loop-6 | a1-q1, END, 2024-01-27 10:46:09.714288+00
QUERY-EXEC | loop-6 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:18.257
QUERY-EXEC | loop-6 | c3-q3a, START, 2024-01-27 10:46:12.722347+00
QUERY-EXEC | loop-6 | c3-q3a, END, 2024-01-27 10:54:41.071868+00
QUERY-EXEC | loop-6 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:28.349
QUERY-EXEC | loop-6 | d4-q3b, START, 2024-01-27 10:54:44.079742+00
QUERY-EXEC | loop-6 | d4-q3b, END, 2024-01-27 11:02:26.041493+00
QUERY-EXEC | loop-6 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:41.961
QUERY-EXEC | loop-6 | e5-q3c, START, 2024-01-27 11:02:29.049455+00
QUERY-EXEC | loop-6 | e5-q3c, END, 2024-01-27 11:10:10.494754+00
QUERY-EXEC | loop-6 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:41.445
QUERY-EXEC | loop-6 | h8-q5b, START, 2024-01-27 11:10:13.502807+00
QUERY-EXEC | loop-6 | h8-q5b, END, 2024-01-27 11:26:31.236496+00
QUERY-EXEC | loop-6 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:17.733
QUERY-EXEC | loop-6 | k11-q8, START, 2024-01-27 11:26:34.244240+00
QUERY-EXEC | loop-6 | k11-q8, END, 2024-01-27 11:42:44.158658+00
QUERY-EXEC | loop-6 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:16:9.914
QUERY-EXEC | loop-6 | m13-q10, START, 2024-01-27 11:42:47.166714+00
QUERY-EXEC | loop-6 | m13-q10, END, 2024-01-27 11:47:56.369110+00
QUERY-EXEC | loop-6 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:9.202
QUERY-EXEC | loop-6 | n14-q11, START, 2024-01-27 11:47:59.376875+00
QUERY-EXEC | loop-6 | n14-q11, END, 2024-01-27 11:49:02.982693+00
QUERY-EXEC | loop-6 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:3.605
QUERY-EXEC | loop-6 | p16-q12b, START, 2024-01-27 11:49:05.990546+00
QUERY-EXEC | loop-6 | p16-q12b, END, 2024-01-27 12:01:42.288685+00
QUERY-EXEC | loop-6 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:12:36.298
QUERY-EXEC | loop-6 | q17-q12c, START, 2024-01-27 12:01:45.296592+00
QUERY-EXEC | loop-6 | q17-q12c, END, 2024-01-27 12:02:39.277505+00
QUERY-EXEC | loop-6 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:53.980
QUERY-SKIP | loop-6 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-6 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-7 | a1-q1, START, 2024-01-27 12:02:43.021269+00
QUERY-EXEC | loop-7 | a1-q1, END, 2024-01-27 12:07:01.705835+00
QUERY-EXEC | loop-7 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:18.684
QUERY-EXEC | loop-7 | c3-q3a, START, 2024-01-27 12:07:04.713751+00
QUERY-EXEC | loop-7 | c3-q3a, END, 2024-01-27 12:15:33.021312+00
QUERY-EXEC | loop-7 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:28.307
QUERY-EXEC | loop-7 | d4-q3b, START, 2024-01-27 12:15:36.029228+00
QUERY-EXEC | loop-7 | d4-q3b, END, 2024-01-27 12:23:16.899110+00
QUERY-EXEC | loop-7 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:40.869
QUERY-EXEC | loop-7 | e5-q3c, START, 2024-01-27 12:23:19.907060+00
QUERY-EXEC | loop-7 | e5-q3c, END, 2024-01-27 12:31:03.642351+00
QUERY-EXEC | loop-7 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:43.735
QUERY-EXEC | loop-7 | h8-q5b, START, 2024-01-27 12:31:06.650211+00
QUERY-EXEC | loop-7 | h8-q5b, END, 2024-01-27 12:47:23.393023+00
QUERY-EXEC | loop-7 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:16.742
QUERY-EXEC | loop-7 | k11-q8, START, 2024-01-27 12:47:26.400870+00
QUERY-EXEC | loop-7 | k11-q8, END, 2024-01-27 13:02:53.599385+00
QUERY-EXEC | loop-7 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:15:27.198
QUERY-EXEC | loop-7 | m13-q10, START, 2024-01-27 13:02:56.607298+00
QUERY-EXEC | loop-7 | m13-q10, END, 2024-01-27 13:08:05.318539+00
QUERY-EXEC | loop-7 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:8.711
QUERY-EXEC | loop-7 | n14-q11, START, 2024-01-27 13:08:08.326357+00
QUERY-EXEC | loop-7 | n14-q11, END, 2024-01-27 13:09:11.804652+00
QUERY-EXEC | loop-7 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:3.478
QUERY-EXEC | loop-7 | p16-q12b, START, 2024-01-27 13:09:14.812494+00
QUERY-EXEC | loop-7 | p16-q12b, END, 2024-01-27 13:19:29.392452+00
QUERY-EXEC | loop-7 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:10:14.579
QUERY-EXEC | loop-7 | q17-q12c, START, 2024-01-27 13:19:32.400416+00
QUERY-EXEC | loop-7 | q17-q12c, END, 2024-01-27 13:20:26.369105+00
QUERY-EXEC | loop-7 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:53.968
QUERY-SKIP | loop-7 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-8 | a1-q1, START, 2024-01-27 13:20:30.074251+00
QUERY-EXEC | loop-8 | a1-q1, END, 2024-01-27 13:24:48.211573+00
QUERY-EXEC | loop-8 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:18.137
QUERY-EXEC | loop-8 | c3-q3a, START, 2024-01-27 13:24:51.219576+00
