Process, Parameter, Value
QUERY-EXEC | loop-1 | b2-q2, EXECTIME, d:h:m:s.ms | 0:0:0:1.258
QUERY-EXEC | loop-1 | c3-q3a, START, 2024-01-24 12:50:03.202588+00
QUERY-EXEC | loop-1 | c3-q3a, END, 2024-01-24 12:50:04.386061+00
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:1.183
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-24 12:50:07.393503+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-24 12:50:08.559907+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:1.166
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-24 12:50:11.567432+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-24 12:50:12.731833+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:1.164
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-24 12:50:15.739297+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-24 12:51:44.454283+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:1:28.714
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-24 12:51:47.462018+00
QUERY-EXEC | loop-1 | g7-q5a, END, 2024-01-24 12:52:08.058680+00
QUERY-EXEC | loop-1 | g7-q5a, EXECTIME, d:h:m:s.ms | 0:0:0:20.596
QUERY-EXEC | loop-1 | h8-q5b, START, 2024-01-24 12:52:11.066121+00
QUERY-EXEC | loop-1 | h8-q5b, END, 2024-01-24 12:52:11.355007+00
QUERY-EXEC | loop-1 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:0:0.288
QUERY-EXEC | loop-1 | i9-q6, START, 2024-01-24 12:52:14.362527+00
QUERY-EXEC | loop-1 | i9-q6, END, 2024-01-24 12:52:37.833350+00
QUERY-EXEC | loop-1 | i9-q6, EXECTIME, d:h:m:s.ms | 0:0:0:23.470
QUERY-EXEC | loop-1 | j10-q7, START, 2024-01-24 12:52:40.841089+00
QUERY-EXEC | loop-1 | j10-q7, END, 2024-01-24 12:52:48.946816+00
QUERY-EXEC | loop-1 | j10-q7, EXECTIME, d:h:m:s.ms | 0:0:0:8.105
QUERY-EXEC | loop-1 | k11-q8, START, 2024-01-24 12:52:51.954328+00
QUERY-EXEC | loop-1 | k11-q8, END, 2024-01-24 12:52:52.121462+00
QUERY-EXEC | loop-1 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:0:0.167
QUERY-EXEC | loop-1 | l12-q9, START, 2024-01-24 12:52:55.129105+00
QUERY-EXEC | loop-1 | l12-q9, END, 2024-01-24 12:52:55.256340+00
QUERY-EXEC | loop-1 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:0:0.127
QUERY-EXEC | loop-1 | m13-q10, START, 2024-01-24 12:52:58.263778+00
QUERY-EXEC | loop-1 | m13-q10, END, 2024-01-24 12:52:58.382712+00
QUERY-EXEC | loop-1 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:0:0.118
QUERY-EXEC | loop-1 | n14-q11, START, 2024-01-24 12:53:01.390112+00
QUERY-EXEC | loop-1 | n14-q11, END, 2024-01-24 12:53:01.458724+00
QUERY-EXEC | loop-1 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:0.68
QUERY-EXEC | loop-1 | o15-q12a, START, 2024-01-24 12:53:04.466075+00
QUERY-EXEC | loop-1 | o15-q12a, END, 2024-01-24 12:53:10.248483+00
QUERY-EXEC | loop-1 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:0:5.782
QUERY-EXEC | loop-1 | p16-q12b, START, 2024-01-24 12:53:13.256117+00
QUERY-EXEC | loop-1 | p16-q12b, END, 2024-01-24 12:53:13.446613+00
QUERY-EXEC | loop-1 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:0:0.190
QUERY-EXEC | loop-1 | q17-q12c, START, 2024-01-24 12:53:16.454163+00
QUERY-EXEC | loop-1 | q17-q12c, END, 2024-01-24 12:53:16.513176+00
QUERY-EXEC | loop-1 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:0.59
RUNQUERIES, END, 2024-01-24 12:53:16.561706+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:0:3:23.714
CALCPERFORMANCE, START, 2024-01-24 12:53:16.569173+00
CALCPERFORMANCE, END, 2024-01-24 12:53:16.584121+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.14
MEASUREMENT, END, 2024-01-24 12:53:16.591598+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:0:3:37.631
